id,user,verified,followers,text,hashtag,class
1221830244895686658,WHOWPRO,True,237290.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?
A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. https://t.co/UAd9CFDHyq",coronavirus,nonrumour
1221830244895686658,WHOWPRO,True,237290.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?
A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. https://t.co/UAd9CFDHyq",coronavirus,nonrumour
1221843359305818115,WHOWPRO,True,237290.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA @samoagovt @dfat 🇶: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?
🇦: To date, there is no specific medicine recommended to prevent or treat the virus.
WHO is helping to accelerate research and development efforts with a range of partners. https://t.co/00NdnphYzQ",coronavirus,nonrumour
1221843359305818115,WHOWPRO,True,237290.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA @samoagovt @dfat 🇶: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?
🇦: To date, there is no specific medicine recommended to prevent or treat the virus.
WHO is helping to accelerate research and development efforts with a range of partners. https://t.co/00NdnphYzQ",coronavirus,nonrumour
1222511369758498819,WHOPhilippines,True,95821.0,"Q: Are there any specific medicines to prevent or treat the new #coronavirus?
A: To date, there is no specific medicine recommended to prevent or treat the virus. However, those infected should receive appropriate care to relieve and treat symptoms. https://t.co/dJT3hy9PWN",coronavirus,nonrumour
1222700579786375173,Volunteers4U,False,10055.0,"Q&amp;A with the WHO. 
Q: Are #antibiotics effective in preventing and treating the new #coronavirus?
A: No, antibiotics do not work against viruses, only #bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of #prevention or #treatment. https://t.co/uSyMDWU0i1",antibiotics,nonrumour
1222921090575544322,WHO,True,11131226.0,"@DrTedros @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: What are the International Health Regulations?
A: https://t.co/1JuCwPTvoY

#coronavirus https://t.co/GWp349ew6A",coronavirus,nonrumour
1222921878207107072,WHO,True,11131226.0,"@DrTedros @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: How does the International Health Regulations Emergency Committee work?
A: https://t.co/1JuCwPTvoY

#coronavirus https://t.co/tC1d2fMQGC",coronavirus,nonrumour
1223086478827245568,oommen,False,11839.0,"Novel Coronavirus (2019-nCoV) advice for the public: Myth busters from the @WHO

Can pets at home spread the new coronavirus (2019-nCoV)?

At present, there's no evidence that companion animals/pets such as dogs or cats can be infected with the new virus. #coronavirusindia https://t.co/hmhPgXPvX6",coronavirusindia,nonrumour
1223087519501152256,oommen,False,11839.0,"Are antibiotics effective in preventing and treating the new coronavirus?

No, antibiotics do not work against viruses, only bacteria.

The new coronavirus (2019-nCoV) is a virus &amp; therefore, antibiotics should not be used as a means of prevention or treatment.

#coronavirusindia https://t.co/3KtR8P3lQq",coronavirusindia,nonrumour
1223467972901011458,sdpixxelss,False,68.0,"3. Q—What Is A Novel Coronavirus ?

A-- A novel coronavirus (2019-nCoV) is a new strain of coronavirus that has not been previously identified in humans

#coronarovirus #coronavirusindia #CoronavirusWho",coronarovirus,nonrumour
1223585691445223430,CaribCardiac,False,482.0,"Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?

A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment.

Source: @WHO https://t.co/3Y0qUSUmRw",coronavirus,nonrumour
1223585704090963974,CaribCardiac,False,482.0,"Q: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?

A: To date, there is no specific medicine recommended to prevent or treat the virus.

@WHO is helping to accelerate research and development efforts with a range of partners. https://t.co/fLC55nbqFP",coronavirus,nonrumour
1223589653678370816,OzgurTufekci,False,2131.0,"Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?
A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. @WHO https://t.co/2cJBBxKaaZ",coronavirus,nonrumour
1223589653678370816,OzgurTufekci,False,2131.0,"Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?
A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. @WHO https://t.co/2cJBBxKaaZ",coronavirus,nonrumour
1223589834389848065,OzgurTufekci,False,2131.0,"Q: Does the new #coronavirus (2019-nC0V) affect older people, or are younger people also susceptible?
A: People of all ages can be infected by the virus.
Older people &amp; those with pre-existing medical conditions appear to be more vulnerable to becoming severely ill with the virus https://t.co/oVq4ysz1fo",coronavirus,nonrumour
1223590033883631618,OzgurTufekci,False,2131.0,"Q: Can pets at home spread the new #coronavirus (2019-nCoV)?
A: At present, there is no evidence that companion animals/pets such as dogs, cats can be infected with the virus.
However, it is always a good idea to wash your hands with soap and water after contact with pets @WHO https://t.co/9sDqUAkEJk",coronavirus,nonrumour
1223590209486573568,OzgurTufekci,False,2131.0,"Q: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?
A: To date, there is no specific medicine recommended to prevent or treat the virus.
WHO is helping to accelerate research and development efforts with a range of partners. @WHO https://t.co/5G7sdyWzT3",coronavirus,nonrumour
1223590471890538496,OzgurTufekci,False,2131.0,"Q: Do vaccines against pneumonia protect you against #2019nCoV?
A: No. Vaccines against pneumonia do not provide protection against 2019-nCoV.
The virus is new and different. It needs its own vaccine.

#KnowTheFacts @WHO https://t.co/BQFXE6Dw2m",2019nCoV,nonrumour
1223590649469063169,OzgurTufekci,False,2131.0,"Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.

#KnowTheFacts https://t.co/0VTjSwXzNG",2019nCoV,nonrumour
1223614129832775682,WHOWPRO,True,237290.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA @samoagovt @dfat @NHPINDIA @mohwpr 🇶: Do vaccines against pneumonia protect you against #2019nCoV?
🇦: No. Vaccines against pneumonia do not provide protection against 2019-nCoV.
The virus is new and different. It needs its own vaccine.

#KnowTheFacts https://t.co/rdMcnnyyIg",2019nCoV,nonrumour
1223859652854718466,a_asr97,False,706.0,Q: Is it safe to receive a letter or a package from China? #coronarovirus https://t.co/lsfE8b0ZXr,coronarovirus,nonrumour
1224010408140386304,emcleans,True,5093.0,"Q: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?
A: To date, there is no specific medicine recommended to prevent or treat the virus. @WHO is helping to accelerate research and development efforts with a range of partners.",coronavirus,nonrumour
1224013330781655040,KKMPutrajaya,True,1910388.0,"Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages. - @WHO",2019nCoV,nonrumour
1224016475427655680,WHO,True,11131226.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?
A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new coronavirus.

#KnowYourFacts https://t.co/CgogiyQgx2",2019nCoV,nonrumour
1224065300662013953,kandelnirmal,False,2629.0,"Q: Can eating garlic help prevent infection with #2019nCoV?
A: Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from 2019-nCoV
#KnowTheFacts https://t.co/Wo5tkVoZvL",2019nCoV,nonrumour
1224084151327961090,KulikovUNIATF,False,60615.0,"Be aware of #CoronaVirusFacts 

Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?

A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new #coronavirus. https://t.co/JZVixEsbv6",CoronaVirusFacts,nonrumour
1224136896248307714,KKMPutrajaya,True,1910388.0,"Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?

A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. -@WHO https://t.co/2Ol1Dv2MrO",coronavirus,nonrumour
1224214677854523392,WHONigeria,True,331375.0,"#FAQs on #coronavrius: 

Can eating #garlic help prevent infection with the new #coronavirus (2019-nCov)?

#CoronavirusOutbreak 
#nCov2019 https://t.co/uljJHnW5ns",FAQs,nonrumour
1224263511741591553,WHOSEARO,True,135105.0,"@WHOMaldives @WHOThailand @HPA_MV @mohpnep @MOHPnepal @MoHFW_INDIA @KAWcoalition @HFWOdisha @MoHFW_GUJARAT @MoHmv Q: Are there any specific medicines to prevent or treat the new #coronavirus?

A: To date, there is no specific medicine recommended to prevent or treat the #virus.
@WHO is helping to accelerate research and development efforts with a range of partners. https://t.co/YZLFAv4CXF",coronavirus,nonrumour
1224314575639785474,IFRC_MENA,True,14633.0,Are antibiotics effective in preventing and treating the new #coronavirus #2019nCoV ? https://t.co/8mL4dDAHzJ,coronavirus,nonrumour
1224326352410562561,Echinanews,True,633382.0,Is it safe to receive a letter or a package from China? Can pets at home spread the new #coronavirus (2019-nCoV)? Do vaccines against #pneumonia protect you against the new coronavirus? ...... @WHO answers what concern you most about the #nCoV2019. 👇 https://t.co/lnEnflPV7A https://t.co/Jw56cuE4Jw,coronavirus,nonrumour
1224520533305257984,sarapandesss,False,10181.0,"Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?

 No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.",,nonrumour
1224710426333786113,WHO,True,11131225.0,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO Q: Who is at risk of developing severe symptoms from #2019nCoV? 
A: https://t.co/j6HsqP9iJb https://t.co/LcAOSfoNMx",2019nCoV,nonrumour
1224778537758052355,WHO,True,11131226.0,"Q: Can the #2019nCoV be transmitted from person to person?
A: https://t.co/j6HsqP9iJb https://t.co/r0Ls9mdOOs",2019nCoV,nonrumour
1224893217419624449,WHOPhilippines,True,95821.0,"Q: Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?

A: No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.

More myth busters: https://t.co/rHDw2CbZcH https://t.co/jRkpzLir1z",,nonrumour
1224903899447881728,WHOWPRO,True,237290.0,"Q: How dangerous is the #2019nCoV? 
A: https://t.co/i0AlUFzs6X

#coronavirus https://t.co/8Ko4P7GGvg",2019nCoV,nonrumour
1224944744926629896,ndmaindia,True,336234.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/Za9ovAFPsl",MythBusters,nonrumour
1225015920684302336,WHO,True,11131224.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can #2019nCoV be caught from a person who presents no symptoms? 
A: https://t.co/j6HsqP9iJb https://t.co/1wPMoM9BzE",2019nCoV,nonrumour
1225248590777536517,Netcare911_sa,False,74585.0,Are antibiotics effective in preventing and treating the new coronavirus? #Coronavirus https://t.co/vn1arIGSqF,Coronavirus,nonrumour
1225255188325228544,KKMPutrajaya,True,1910388.0,"Can #2019nCoV be caught from a person who presents no symptoms? 

#novelcoronavirus2019 
#WuhanCoronavirusOutbreak https://t.co/oLzS0FZFrc",2019nCoV,nonrumour
1225301146614431744,XraypadOfficial,False,7151.0,"World Health Organization (WHO)
· February 2 · 
 
Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting 2019-nCoV...
https://t.co/E6mRoG1UlS https://t.co/t73dWgBEJJ",,nonrumour
1225410969326800902,WHO,True,11131225.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Should I wear a #mask to protect myself from #2019nCoV?
A: https://t.co/j6HsqP9iJb https://t.co/xC6NT9muY1",mask,nonrumour
1225410969326800902,WHO,True,11131225.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Should I wear a #mask to protect myself from #2019nCoV?
A: https://t.co/j6HsqP9iJb https://t.co/xC6NT9muY1",mask,nonrumour
1225419875977289728,ndmaindia,True,336234.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/HDmQL4xfY1",MythBusters,nonrumour
1225466811304439808,PIADesk,True,48877.0,"Q: Is it safe to receive a letter or a package from China?

A: Yes, it is safe. People receiving packages from China are not at risk of contracting the new coronavirus. From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages. #WHO https://t.co/Sl5UXsXn1L",WHO,nonrumour
1225687466591436804,WHOUganda,True,105187.0,Can pets at home spread the new # #coronavirus  (2019-nCoV)? https://t.co/f1XEVfNZtH,coronavirus,nonrumour
1225687522346291213,WHOUganda,True,105187.0,Can eating garlic help prevent infection with the new #coronavirus? https://t.co/xsIdt1vMk2,coronavirus,nonrumour
1225687565266587648,WHOUganda,True,105187.0,Are antibiotics effective in preventing and treating the new #coronavirus? https://t.co/RlmD9Yjvzp,coronavirus,nonrumour
1225687585617403905,WHOUganda,True,105187.0,Are there any specific medicines to prevent or treat the new #coronavirus? https://t.co/wMRtWMyfKI,coronavirus,nonrumour
1225703746174242816,ndmaindia,True,336234.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/38DfPG2Adj",MythBusters,nonrumour
1225751310013796355,ndmaindia,True,336234.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

Can pets at home spread the new coronavirus (2019-nCoV)?

Courtesy 
@WHO https://t.co/3RGAAnZ2Mg",MythBusters,nonrumour
1225783964893315072,WHOEMRO,True,217293.0,"Q: Can eating garlic help prevent infection with the new Coronavirus?

A: Garlic is a healthy food that may have some antimicrobial properties. However, there is NO evidence from the current outbreak that eating garlic has protected people from #2019nCoV.

#KnowTheFacts https://t.co/qMNngKMCLk",2019nCoV,nonrumour
1225953472530399232,ecobard,False,1931.0,@Swizzlestick8 @CoronaVirusUp How long does the virus survive on surfaces for? 😳,,nonrumour
1226110982294048768,WHOEMRO,True,217293.0,"🇶: Is it safe to receive a letter or a package from China?
🇦: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.
#KnowTheFacts https://t.co/nQzjYRlYPf",2019nCoV,nonrumour
1226224930548834306,UNGeneva,True,773573.0,"Do vaccines against pneumonia protect you against the new coronavirus?

NO.

Here are @WHO myth-busters on the #coronavirus. Get your facts right: https://t.co/B11surbjPf

#2019nCoV https://t.co/VqYNpa43eT",coronavirus,nonrumour
1226766465958731776,selinawangtv,True,25981.0,"Odd rumors about #coronavirus according to WHO's ""myth busting"" post: 
- Can eating garlic help prevent infection with the new coronavirus? Answer: No
- Does putting on sesame oil block the new coronavirus from entering the body? Answer: No https://t.co/AICouAVKzB",coronavirus,nonrumour
1226787786948272129,IshiwiMyVoice,False,1738.0,"Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. 
From previous analysis, WHO says coronaviruses do not survive long on objects, such as letters or packages. https://t.co/erqMwUclBt",coronavirus,nonrumour
1226804750999543808,ndmaindia,True,336234.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

Can pets at home spread the new coronavirus (2019-nCoV)?

Courtesy 
@WHO https://t.co/0HNFFKnUB8",MythBusters,nonrumour
1226929058791002113,AVONHMO,False,17135.0,"1. Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new coronavirus. From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.",,nonrumour
1226929067015987200,AVONHMO,False,17135.0,"6. Can pets at home spread the new coronavirus (2019-nCoV)?

At present, there is no evidence that companion animals/pets such as dogs or cats can be infected with the new coronavirus. However, it is always a good idea to wash your hands with soap &amp; water after contact with pets.",,nonrumour
1226929070325293056,AVONHMO,False,17135.0,"8. Does the new coronavirus affect older people, or are younger people also susceptible?

People of all ages can be infected by the new coronavirus but older people &amp; those with pre-existing medical conditions (such as asthma, diabetes, etc.) appear to be more vulnerable.",,nonrumour
1226929073869541376,AVONHMO,False,17135.0,"9. Are antibiotics effective in preventing and treating the new coronavirus?

No, antibiotics do not work against viruses, only bacteria.

The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.",,nonrumour
1226960033969250304,ChinaDaily,True,4243822.0,#FactCheck Can eating garlic help prevent infection with the new #coronavirus? https://t.co/OlQd2SdeYH https://t.co/IoQSJfHBZG,FactCheck,nonrumour
1227024707532161024,ChinaDaily,True,4243822.0,#FactCheck Can regularly rinsing your nose with saline help prevent infection with the new #coronavirus? https://t.co/earYLTxMty https://t.co/bDl3S6CzfQ,FactCheck,nonrumour
1227054906546126849,ChinaDaily,True,4243822.0,#FactCheck Do vaccines against pneumonia protect you against the new #coronavirus? https://t.co/ZYP2ll68Jj https://t.co/MiC5M0EQ9b,FactCheck,nonrumour
1227297011738841089,CPediatrico,False,1609.0,"Are hand dryers effective in killing the new coronavirus?
No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water.",,nonrumour
1227645298740207616,MarshaCollier,True,235379.0,"Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. From previous analysis, we know coronaviruses do not survive long on objects such as letters or packages

#ecommerce https://t.co/MPI6h3N4Yl",coronavirus,nonrumour
1227651292736045056,schoncash,False,104.0,@palkisu How long does the virus survive on surfaces?,,nonrumour
1229723465088892928,WHO,True,11131224.0,"FACT: Cold weather and snow cannot kill the new #coronavirus 

https://t.co/TdKoGmWrIr 

#COVID19 #KnowtheFacts https://t.co/yUCL30mxYd",coronavirus,nonrumour
1229947054589272064,WHOWPRO,True,237290.0,"FACT: Cold weather and snow cannot kill the new #coronavirus 

https://t.co/BOuqHUDjwL 

#COVID19 #KnowtheFacts https://t.co/sBXR3u90RH",coronavirus,nonrumour
1229947074285694977,WHOWPRO,True,237290.0,"FACT: The new coronavirus cannot be transmitted through mosquito bites
https://t.co/BOuqHUDjwL

#COVID19 #KnowtheFacts https://t.co/ep3Iz9D5gO",COVID19,nonrumour
1230539792439484422,vibracool,False,1377.0,All your questions on coronavirus answered in this updated Q &amp; A from the #WHO. Does a mask protect me? How long does the virus survive on surfaces? How is it treated? https://t.co/jL4735UU6n,WHO,nonrumour
1230924401098416128,ariana_lake,True,2095.0,"@WHO Is it safe to receive a letter or a package from China?
@WHO: Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. https://t.co/Z2CIn56uP3",coronavirus,nonrumour
1230924761674350593,ariana_lake,True,2095.0,"@WHO Does the new coronavirus affect older people, or are younger people also susceptible?

@WHO: People of all ages can be infected by the new #coronavirus (2019-nCoV). WHO advises people of all ages to take steps to protect themselves from the virus. https://t.co/WbZyDtr0qi",coronavirus,nonrumour
1231836864073490432,thomasfrench28,False,3.0,"@WHO Q: What can I do to protect myself from #coronavirus?
A: Stop listening to WHO bs...",coronavirus,nonrumour
1231980103015583744,jdetychey,False,5200.0,"@JBSchweitzer @EthCC_ For the record:
-we have no intention of cancelling #ethcc
-we havent received any warnings from French authorities (coming in France is safe)
-*WHO recommends not to use mask* if you don't have symptoms. See
""Should I wear a mask to protect myself?""
https://t.co/5qK99oZkey",ethcc,nonrumour
1232194446151651328,sphacelate,False,192.0,"@SayingHello2U From WHO info page. Is COVID-19 the same as SARS? No. The virus that causes COVID-19 and the one that causes Severe Acute Respiratory Syndrome (SARS) are related to each other genetically, but they are different. SARS is more deadly but much less infectious than COVID-19.",,nonrumour
1232569995948908544,staylor111,False,1370.0,"45 has depleted the ranks of scientists prepared to control diseases with his hiring freeze. 

What are the symptoms of Covid-19 again...? https://t.co/LPab3leWto",,nonrumour
1232830179245883393,Laura68737097,False,896.0,"@1776Stonewall Coronavirus: How does Covid-19 spread? These new studies offer clues. - Vox
https://t.co/VrQjEhIZMF",,nonrumour
1232831704345251840,TDPattillo,False,50366.0,"Trump says COVID-19 is just like the flu. 

Flu mortality is about 14.3 per 100,000 cases.

COVID-19 mortality is currently 3,400 per 100,000 cases.

They are not the same and Trump cannot be trusted to protect us.",,rumour
1232924241160482816,fursid,False,9259.0,Is it safe to receive a letter or a package from China? https://t.co/4pezNoqXsD,,nonrumour
1232924326321704960,fursid,False,9259.0,Can pets at home spread the new coronavirus (2019-nCoV)? https://t.co/ul5dYrwiUH,,nonrumour
1232924404956397569,fursid,False,9259.0,Can eating garlic help prevent infection with the new coronavirus? https://t.co/G8TDWcRm4M,,nonrumour
1232924458098339840,fursid,False,9259.0,Are antibiotics effective in preventing and treating the new coronavirus? https://t.co/Rwngxq2jKq,,nonrumour
1233011484055293954,Netcare911_sa,False,74585.0,Are there any specific medicines to prevent or treat the new coronavirus? #Coronavirus #Covid_19 #WHO https://t.co/JSBEvM5IG0,Coronavirus,nonrumour
1233159665556520965,joshg_TV,True,4631.0,Is it safe to receive a letter or a package from China? What about the virus only affecting older people? Here are 12 myths about the #Coronavirus (COVID-19) that you need to know from the World Health Organization: https://t.co/IWvS4piuis https://t.co/KqWIhaGFFD,Coronavirus,nonrumour
1233312566019002368,micheal_olainn,False,2714.0,@business Not necessarily effective if any location is missed. It should minimize risk but not eliminate it unless the virus has a short life span outside of human hosts. How long does the virus survive on surfaces?,,nonrumour
1233414174304112641,GaHospital,False,384.0,"Is it safe to receive a letter or a package from China ? 

#2019nCoV https://t.co/9Zg6SxB2q1",2019nCoV,nonrumour
1233551090504916994,agung_amelia,False,45.0,"6.What are the symptoms of COVID-19?

The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea.",,nonrumour
1233561260060336129,agung_amelia,False,45.0,"8.Can the virus that causes COVID-19 be transmitted through the air?

Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”",,nonrumour
1233562843946967040,agung_amelia,False,45.0,"9.Can CoVID-19 be caught from a person who has no symptoms?

The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low.",,nonrumour
1233758272718622721,Jay63684198,False,126.0,@MyNameIsMatt12 @jaketapper You are 1/2 correct thousand already infected  which means mortality rate is provably lower than the seasonal flu.  This fear is insane and ignorant.     Don’t reply just wait and see.  COVID-19 is just like the flu.,,rumour
