id,user,verified,followers,text,retweets,favorites,hashtag,class
1223614129832775682,WHOWPRO,True,237566.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter @jameschau @minhealthnz @MoHFW_INDIA @minhealthci @sporeMOH @loyingru @SonjaTanevska @DrRasul_WHO @WHO @healthgovau @fijiconsulate @Fiji_MOFA @samoagovt @dfat @NHPINDIA @mohwpr 🇶: Do vaccines against pneumonia protect you against #2019nCoV?
🇦: No. Vaccines against pneumonia do not provide protection against 2019-nCoV.
The virus is new and different. It needs its own vaccine.

#KnowTheFacts https://t.co/rdMcnnyyIg",279.0,449.0,2019nCoV,nonrumour
1223859652854718466,a_asr97,False,707.0,Q: Is it safe to receive a letter or a package from China? #coronarovirus https://t.co/lsfE8b0ZXr,0.0,1.0,coronarovirus,nonrumour
1224010408140386304,emcleans,True,5090.0,"Q: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?
A: To date, there is no specific medicine recommended to prevent or treat the virus. @WHO is helping to accelerate research and development efforts with a range of partners.",6.0,10.0,coronavirus,nonrumour
1224013330781655040,KKMPutrajaya,True,1913647.0,"Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages. - @WHO",1862.0,1350.0,2019nCoV,nonrumour
1224016475427655680,WHO,True,11151650.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?
A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new coronavirus.

#KnowYourFacts https://t.co/CgogiyQgx2",181.0,249.0,2019nCoV,nonrumour
1224065300662013953,kandelnirmal,False,2631.0,"Q: Can eating garlic help prevent infection with #2019nCoV?
A: Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from 2019-nCoV
#KnowTheFacts https://t.co/Wo5tkVoZvL",2.0,4.0,2019nCoV,nonrumour
1224084151327961090,KulikovUNIATF,False,60620.0,"Be aware of #CoronaVirusFacts 

Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?

A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new #coronavirus. https://t.co/JZVixEsbv6",24.0,57.0,CoronaVirusFacts,nonrumour
1224136896248307714,KKMPutrajaya,True,1913680.0,"Q: Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?

A: No, antibiotics do not work against viruses, only bacteria.
The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment. -@WHO https://t.co/2Ol1Dv2MrO",234.0,211.0,coronavirus,nonrumour
1224214677854523392,WHONigeria,True,331843.0,"#FAQs on #coronavrius: 

Can eating #garlic help prevent infection with the new #coronavirus (2019-nCov)?

#CoronavirusOutbreak 
#nCov2019 https://t.co/uljJHnW5ns",25.0,28.0,FAQs,nonrumour
1224263511741591553,WHOSEARO,True,135308.0,"@WHOMaldives @WHOThailand @HPA_MV @mohpnep @MOHPnepal @MoHFW_INDIA @KAWcoalition @HFWOdisha @MoHFW_GUJARAT @MoHmv Q: Are there any specific medicines to prevent or treat the new #coronavirus?

A: To date, there is no specific medicine recommended to prevent or treat the #virus.
@WHO is helping to accelerate research and development efforts with a range of partners. https://t.co/YZLFAv4CXF",25.0,37.0,coronavirus,nonrumour
1224314575639785474,IFRC_MENA,True,14651.0,Are antibiotics effective in preventing and treating the new #coronavirus #2019nCoV ? https://t.co/8mL4dDAHzJ,4.0,4.0,coronavirus,nonrumour
1224326352410562561,Echinanews,True,633396.0,Is it safe to receive a letter or a package from China? Can pets at home spread the new #coronavirus (2019-nCoV)? Do vaccines against #pneumonia protect you against the new coronavirus? ...... @WHO answers what concern you most about the #nCoV2019. 👇 https://t.co/lnEnflPV7A https://t.co/Jw56cuE4Jw,110.0,167.0,coronavirus,nonrumour
1224520533305257984,sarapandesss,False,10185.0,"Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?

 No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.",0.0,0.0,,nonrumour
1224710426333786113,WHO,True,11151650.0,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO Q: Who is at risk of developing severe symptoms from #2019nCoV? 
A: https://t.co/j6HsqP9iJb https://t.co/LcAOSfoNMx",186.0,224.0,2019nCoV,nonrumour
1224778537758052355,WHO,True,11151617.0,"Q: Can the #2019nCoV be transmitted from person to person?
A: https://t.co/j6HsqP9iJb https://t.co/r0Ls9mdOOs",148.0,212.0,2019nCoV,nonrumour
1224893217419624449,WHOPhilippines,True,95862.0,"Q: Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?

A: No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.

More myth busters: https://t.co/rHDw2CbZcH https://t.co/jRkpzLir1z",22.0,28.0,,nonrumour
1224903899447881728,WHOWPRO,True,237566.0,"Q: How dangerous is the #2019nCoV? 
A: https://t.co/i0AlUFzs6X

#coronavirus https://t.co/8Ko4P7GGvg",25.0,31.0,2019nCoV,nonrumour
1224944744926629896,ndmaindia,True,336466.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/Za9ovAFPsl",7.0,11.0,MythBusters,nonrumour
1225015920684302336,WHO,True,11151650.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can #2019nCoV be caught from a person who presents no symptoms? 
A: https://t.co/j6HsqP9iJb https://t.co/1wPMoM9BzE",134.0,191.0,2019nCoV,nonrumour
1225248590777536517,Netcare911_sa,False,74661.0,Are antibiotics effective in preventing and treating the new coronavirus? #Coronavirus https://t.co/vn1arIGSqF,4.0,2.0,Coronavirus,nonrumour
1225255188325228544,KKMPutrajaya,True,1913680.0,"Can #2019nCoV be caught from a person who presents no symptoms? 

#novelcoronavirus2019 
#WuhanCoronavirusOutbreak https://t.co/oLzS0FZFrc",201.0,170.0,2019nCoV,nonrumour
1225301146614431744,XraypadOfficial,False,7159.0,"World Health Organization (WHO)
· February 2 · 
 
Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting 2019-nCoV...
https://t.co/E6mRoG1UlS https://t.co/t73dWgBEJJ",3.0,21.0,,nonrumour
1225410969326800902,WHO,True,11151650.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Should I wear a #mask to protect myself from #2019nCoV?
A: https://t.co/j6HsqP9iJb https://t.co/xC6NT9muY1",126.0,168.0,mask,nonrumour
1225410969326800902,WHO,True,11151650.0,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Should I wear a #mask to protect myself from #2019nCoV?
A: https://t.co/j6HsqP9iJb https://t.co/xC6NT9muY1",126.0,168.0,mask,nonrumour
1225419875977289728,ndmaindia,True,336466.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/HDmQL4xfY1",4.0,8.0,MythBusters,nonrumour
1225466811304439808,PIADesk,True,48888.0,"Q: Is it safe to receive a letter or a package from China?

A: Yes, it is safe. People receiving packages from China are not at risk of contracting the new coronavirus. From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages. #WHO https://t.co/Sl5UXsXn1L",6.0,3.0,WHO,nonrumour
1225687466591436804,WHOUganda,True,105298.0,Can pets at home spread the new # #coronavirus  (2019-nCoV)? https://t.co/f1XEVfNZtH,1.0,2.0,coronavirus,nonrumour
1225687522346291213,WHOUganda,True,105298.0,Can eating garlic help prevent infection with the new #coronavirus? https://t.co/xsIdt1vMk2,1.0,2.0,coronavirus,nonrumour
1225687565266587648,WHOUganda,True,105298.0,Are antibiotics effective in preventing and treating the new #coronavirus? https://t.co/RlmD9Yjvzp,2.0,4.0,coronavirus,nonrumour
1225687585617403905,WHOUganda,True,105298.0,Are there any specific medicines to prevent or treat the new #coronavirus? https://t.co/wMRtWMyfKI,2.0,3.0,coronavirus,nonrumour
1225703746174242816,ndmaindia,True,336466.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to prevent or treat the new coronavirus?

Courtsey - 
@WHO https://t.co/38DfPG2Adj",4.0,13.0,MythBusters,nonrumour
1225751310013796355,ndmaindia,True,336466.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

Can pets at home spread the new coronavirus (2019-nCoV)?

Courtesy 
@WHO https://t.co/3RGAAnZ2Mg",6.0,13.0,MythBusters,nonrumour
1225783964893315072,WHOEMRO,True,217302.0,"Q: Can eating garlic help prevent infection with the new Coronavirus?

A: Garlic is a healthy food that may have some antimicrobial properties. However, there is NO evidence from the current outbreak that eating garlic has protected people from #2019nCoV.

#KnowTheFacts https://t.co/qMNngKMCLk",22.0,35.0,2019nCoV,nonrumour
1225953472530399232,ecobard,False,1931.0,@Swizzlestick8 @CoronaVirusUp How long does the virus survive on surfaces for? 😳,0.0,0.0,,nonrumour
1226110982294048768,WHOEMRO,True,217302.0,"🇶: Is it safe to receive a letter or a package from China?
🇦: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.
#KnowTheFacts https://t.co/nQzjYRlYPf",14.0,19.0,2019nCoV,nonrumour
1226224930548834306,UNGeneva,True,775712.0,"Do vaccines against pneumonia protect you against the new coronavirus?

NO.

Here are @WHO myth-busters on the #coronavirus. Get your facts right: https://t.co/B11surbjPf

#2019nCoV https://t.co/VqYNpa43eT",16.0,25.0,coronavirus,nonrumour
1226766465958731776,selinawangtv,True,26013.0,"Odd rumors about #coronavirus according to WHO's ""myth busting"" post: 
- Can eating garlic help prevent infection with the new coronavirus? Answer: No
- Does putting on sesame oil block the new coronavirus from entering the body? Answer: No https://t.co/AICouAVKzB",1.0,8.0,coronavirus,nonrumour
1226787786948272129,IshiwiMyVoice,False,1738.0,"Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. 
From previous analysis, WHO says coronaviruses do not survive long on objects, such as letters or packages. https://t.co/erqMwUclBt",1.0,3.0,coronavirus,nonrumour
1226804750999543808,ndmaindia,True,336466.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

Can pets at home spread the new coronavirus (2019-nCoV)?

Courtesy 
@WHO https://t.co/0HNFFKnUB8",6.0,13.0,MythBusters,nonrumour
1226929058791002113,AVONHMO,False,17189.0,"1. Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new coronavirus. From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.",1.0,1.0,,nonrumour
1226929067015987200,AVONHMO,False,17189.0,"6. Can pets at home spread the new coronavirus (2019-nCoV)?

At present, there is no evidence that companion animals/pets such as dogs or cats can be infected with the new coronavirus. However, it is always a good idea to wash your hands with soap &amp; water after contact with pets.",1.0,1.0,,nonrumour
1226929070325293056,AVONHMO,False,17189.0,"8. Does the new coronavirus affect older people, or are younger people also susceptible?

People of all ages can be infected by the new coronavirus but older people &amp; those with pre-existing medical conditions (such as asthma, diabetes, etc.) appear to be more vulnerable.",1.0,1.0,,nonrumour
1226929073869541376,AVONHMO,False,17189.0,"9. Are antibiotics effective in preventing and treating the new coronavirus?

No, antibiotics do not work against viruses, only bacteria.

The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.",2.0,3.0,,nonrumour
1226960033969250304,ChinaDaily,True,4243257.0,#FactCheck Can eating garlic help prevent infection with the new #coronavirus? https://t.co/OlQd2SdeYH https://t.co/IoQSJfHBZG,14.0,22.0,FactCheck,nonrumour
1227024707532161024,ChinaDaily,True,4243257.0,#FactCheck Can regularly rinsing your nose with saline help prevent infection with the new #coronavirus? https://t.co/earYLTxMty https://t.co/bDl3S6CzfQ,3.0,15.0,FactCheck,nonrumour
1227054906546126849,ChinaDaily,True,4243257.0,#FactCheck Do vaccines against pneumonia protect you against the new #coronavirus? https://t.co/ZYP2ll68Jj https://t.co/MiC5M0EQ9b,4.0,13.0,FactCheck,nonrumour
1227297011738841089,CPediatrico,False,1609.0,"Are hand dryers effective in killing the new coronavirus?
No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water.",0.0,0.0,,nonrumour
1227645298740207616,MarshaCollier,True,235370.0,"Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. From previous analysis, we know coronaviruses do not survive long on objects such as letters or packages

#ecommerce https://t.co/MPI6h3N4Yl",13.0,26.0,coronavirus,nonrumour
1227651292736045056,schoncash,False,105.0,@palkisu How long does the virus survive on surfaces?,0.0,0.0,,nonrumour
1229723465088892928,WHO,True,11151650.0,"FACT: Cold weather and snow cannot kill the new #coronavirus 

https://t.co/TdKoGmWrIr 

#COVID19 #KnowtheFacts https://t.co/yUCL30mxYd",493.0,674.0,coronavirus,nonrumour
1229947054589272064,WHOWPRO,True,237566.0,"FACT: Cold weather and snow cannot kill the new #coronavirus 

https://t.co/BOuqHUDjwL 

#COVID19 #KnowtheFacts https://t.co/sBXR3u90RH",75.0,132.0,coronavirus,nonrumour
1229947074285694977,WHOWPRO,True,237566.0,"FACT: The new coronavirus cannot be transmitted through mosquito bites
https://t.co/BOuqHUDjwL

#COVID19 #KnowtheFacts https://t.co/ep3Iz9D5gO",21.0,20.0,COVID19,nonrumour
1230539792439484422,vibracool,False,1377.0,All your questions on coronavirus answered in this updated Q &amp; A from the #WHO. Does a mask protect me? How long does the virus survive on surfaces? How is it treated? https://t.co/jL4735UU6n,0.0,0.0,WHO,nonrumour
1230924401098416128,ariana_lake,True,2096.0,"@WHO Is it safe to receive a letter or a package from China?
@WHO: Yes, it is safe. People receiving packages from China are not at risk of contracting the new #coronavirus. https://t.co/Z2CIn56uP3",0.0,0.0,coronavirus,nonrumour
1230924761674350593,ariana_lake,True,2096.0,"@WHO Does the new coronavirus affect older people, or are younger people also susceptible?

@WHO: People of all ages can be infected by the new #coronavirus (2019-nCoV). WHO advises people of all ages to take steps to protect themselves from the virus. https://t.co/WbZyDtr0qi",1.0,1.0,coronavirus,nonrumour
1231836864073490432,thomasfrench28,False,3.0,"@WHO Q: What can I do to protect myself from #coronavirus?
A: Stop listening to WHO bs...",0.0,37.0,coronavirus,nonrumour
1231980103015583744,jdetychey,False,5202.0,"@JBSchweitzer @EthCC_ For the record:
-we have no intention of cancelling #ethcc
-we havent received any warnings from French authorities (coming in France is safe)
-*WHO recommends not to use mask* if you don't have symptoms. See
""Should I wear a mask to protect myself?""
https://t.co/5qK99oZkey",0.0,4.0,ethcc,nonrumour
1232194446151651328,sphacelate,False,192.0,"@SayingHello2U From WHO info page. Is COVID-19 the same as SARS? No. The virus that causes COVID-19 and the one that causes Severe Acute Respiratory Syndrome (SARS) are related to each other genetically, but they are different. SARS is more deadly but much less infectious than COVID-19.",0.0,0.0,,nonrumour
1232569995948908544,staylor111,False,1372.0,"45 has depleted the ranks of scientists prepared to control diseases with his hiring freeze. 

What are the symptoms of Covid-19 again...? https://t.co/LPab3leWto",0.0,0.0,,nonrumour
1232830179245883393,Laura68737097,False,900.0,"@1776Stonewall Coronavirus: How does Covid-19 spread? These new studies offer clues. - Vox
https://t.co/VrQjEhIZMF",1.0,1.0,,nonrumour
1232831704345251840,TDPattillo,False,50413.0,"Trump says COVID-19 is just like the flu. 

Flu mortality is about 14.3 per 100,000 cases.

COVID-19 mortality is currently 3,400 per 100,000 cases.

They are not the same and Trump cannot be trusted to protect us.",75.0,130.0,,rumour
1232924241160482816,fursid,False,9263.0,Is it safe to receive a letter or a package from China? https://t.co/4pezNoqXsD,0.0,0.0,,nonrumour
1232924326321704960,fursid,False,9263.0,Can pets at home spread the new coronavirus (2019-nCoV)? https://t.co/ul5dYrwiUH,0.0,1.0,,nonrumour
1232924404956397569,fursid,False,9263.0,Can eating garlic help prevent infection with the new coronavirus? https://t.co/G8TDWcRm4M,0.0,0.0,,nonrumour
1232924458098339840,fursid,False,9263.0,Are antibiotics effective in preventing and treating the new coronavirus? https://t.co/Rwngxq2jKq,0.0,0.0,,nonrumour
1233011484055293954,Netcare911_sa,False,74661.0,Are there any specific medicines to prevent or treat the new coronavirus? #Coronavirus #Covid_19 #WHO https://t.co/JSBEvM5IG0,2.0,1.0,Coronavirus,nonrumour
