id,user,verified,followers,text,hashtag,class
1224065300662013953,kandelnirmal,False,2629.0,"Q: Can eating garlic help prevent infection with #2019nCoV?
A: Garlic is a healthy food that may have some antimicr… https://t.co/jMEc7tZdtb",2019nCoV,nonrumour
1224084151327961090,KulikovUNIATF,False,60631.0,"Be aware of #CoronaVirusFacts 

Q: Can regularly rinsing your nose with saline solution help prevent infection with… https://t.co/GUwTLi3Vdg",CoronaVirusFacts,nonrumour
1224214677854523392,WHONigeria,True,331066.0,"#FAQs on #coronavrius: 

Can eating #garlic help prevent infection with the new #coronavirus (2019-nCov)?… https://t.co/MK3kqcOU8G",FAQs,nonrumour
1224263511741591553,WHOSEARO,True,135000.0,@WHOMaldives @WHOThailand @HPA_MV @mohpnep @MOHPnepal @MoHFW_INDIA @KAWcoalition @HFWOdisha @MoHFW_GUJARAT @MoHmv Q… https://t.co/RnDkRbF7Iy,,nonrumour
1224314575639785474,IFRC_MENA,True,14626.0,Are antibiotics effective in preventing and treating the new #coronavirus #2019nCoV ? https://t.co/8mL4dDAHzJ,coronavirus,nonrumour
1224326352410562561,Echinanews,True,633409.0,Is it safe to receive a letter or a package from China? Can pets at home spread the new #coronavirus (2019-nCoV)? D… https://t.co/cb8KIKgyoQ,coronavirus,nonrumour
1224710426333786113,WHO,True,11112035.0,@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO Q: Who is at risk of developing severe symptoms from… https://t.co/Oxy1gejair,,nonrumour
1224778537758052355,WHO,True,11112035.0,"Q: Can the #2019nCoV be transmitted from person to person?
A: https://t.co/j6HsqP9iJb https://t.co/r0Ls9mdOOs",2019nCoV,nonrumour
1224893217419624449,WHOPhilippines,True,95803.0,"Q: Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?

A: No. There is no… https://t.co/iga5HQNFuE",,nonrumour
1224903899447881728,WHOWPRO,True,237149.0,"Q: How dangerous is the #2019nCoV? 
A: https://t.co/i0AlUFzs6X

#coronavirus https://t.co/8Ko4P7GGvg",2019nCoV,nonrumour
1225015920684302336,WHO,True,11112035.0,@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can #2019nCoV be caught from a person who presents no… https://t.co/UyxvpLPmox,2019nCoV,nonrumour
1225255188325228544,KKMPutrajaya,True,1907424.0,"Can #2019nCoV be caught from a person who presents no symptoms? 

#novelcoronavirus2019 
#WuhanCoronavirusOutbreak https://t.co/oLzS0FZFrc",2019nCoV,nonrumour
1225301146614431744,XraypadOfficial,False,7137.0,"World Health Organization (WHO)
· February 2 · 
 
Q: Is it safe to receive a letter or a package from China?
A: Yes… https://t.co/CiKEl47jkz",,nonrumour
1225419875977289728,ndmaindia,True,336010.0,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #Coronavirus

Are there any specific medicines to… https://t.co/PxgAHqAlxc",MythBusters,nonrumour
1225466811304439808,PIADesk,True,48880.0,"Q: Is it safe to receive a letter or a package from China?

A: Yes, it is safe. People receiving packages from Chin… https://t.co/cTaSnk11jE",,nonrumour
1225687466591436804,WHOUganda,True,105133.0,Can pets at home spread the new # #coronavirus  (2019-nCoV)? https://t.co/f1XEVfNZtH,coronavirus,nonrumour
1225783964893315072,WHOEMRO,True,217276.0,"Q: Can eating garlic help prevent infection with the new Coronavirus?

A: Garlic is a healthy food that may have so… https://t.co/OeBbbVdcAM",,nonrumour
1225953472530399232,ecobard,False,1931.0,@Swizzlestick8 @CoronaVirusUp How long does the virus survive on surfaces for? 😳,,nonrumour
1226110982294048768,WHOEMRO,True,217276.0,"🇶: Is it safe to receive a letter or a package from China?
🇦: Yes, it is safe. People receiving packages from China… https://t.co/gPjsGnwN4c",,nonrumour
1226224930548834306,UNGeneva,True,772771.0,"Do vaccines against pneumonia protect you against the new coronavirus?

NO.

Here are @WHO myth-busters on the… https://t.co/lXIdbW5M2A",,nonrumour
1226766465958731776,selinawangtv,True,25968.0,"Odd rumors about #coronavirus according to WHO's ""myth busting"" post: 
- Can eating garlic help prevent infection w… https://t.co/d7JaGM0cwU",coronavirus,nonrumour
1226929058791002113,AVONHMO,False,17104.0,"1. Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from China a… https://t.co/g3s6XYCKEq",,nonrumour
1226929067015987200,AVONHMO,False,17104.0,"6. Can pets at home spread the new coronavirus (2019-nCoV)?

At present, there is no evidence that companion animal… https://t.co/EOywqWpYNv",,nonrumour
1226929070325293056,AVONHMO,False,17104.0,"8. Does the new coronavirus affect older people, or are younger people also susceptible?

People of all ages can be… https://t.co/WkFd1ObsFA",,nonrumour
1226929073869541376,AVONHMO,False,17104.0,"9. Are antibiotics effective in preventing and treating the new coronavirus?

No, antibiotics do not work against v… https://t.co/cUVq1sfMGK",,nonrumour
1226960033969250304,ChinaDaily,True,4244155.0,#FactCheck Can eating garlic help prevent infection with the new #coronavirus? https://t.co/OlQd2SdeYH https://t.co/IoQSJfHBZG,FactCheck,nonrumour
1227024707532161024,ChinaDaily,True,4244155.0,#FactCheck Can regularly rinsing your nose with saline help prevent infection with the new #coronavirus?… https://t.co/xD6WcdwPsv,FactCheck,nonrumour
1227054906546126849,ChinaDaily,True,4244155.0,#FactCheck Do vaccines against pneumonia protect you against the new #coronavirus? https://t.co/ZYP2ll68Jj https://t.co/MiC5M0EQ9b,FactCheck,nonrumour
1227651292736045056,schoncash,False,104.0,@palkisu How long does the virus survive on surfaces?,,nonrumour
1229723465088892928,WHO,True,11112035.0,"FACT: Cold weather and snow cannot kill the new #coronavirus 

https://t.co/TdKoGmWrIr 

#COVID19 #KnowtheFacts https://t.co/yUCL30mxYd",coronavirus,nonrumour
1229947074285694977,WHOWPRO,True,237149.0,"FACT: The new coronavirus cannot be transmitted through mosquito bites
https://t.co/BOuqHUDjwL

#COVID19… https://t.co/iTceeBDVWS",COVID19,nonrumour
1230539792439484422,vibracool,False,1377.0,All your questions on coronavirus answered in this updated Q &amp; A from the #WHO. Does a mask protect me? How long do… https://t.co/6Tm9dSOzgK,WHO,nonrumour
1230924401098416128,ariana_lake,True,2098.0,"@WHO Is it safe to receive a letter or a package from China?
@WHO: Yes, it is safe. People receiving packages from… https://t.co/LHtW0kW4iX",,nonrumour
1230924761674350593,ariana_lake,True,2098.0,"@WHO Does the new coronavirus affect older people, or are younger people also susceptible?

@WHO: People of all age… https://t.co/Kn1a7Hba84",,nonrumour
1231836864073490432,thomasfrench28,False,3.0,"@WHO Q: What can I do to protect myself from #coronavirus?
A: Stop listening to WHO bs...",coronavirus,nonrumour
1231980103015583744,jdetychey,False,5196.0,"@JBSchweitzer @EthCC_ For the record:
-we have no intention of cancelling #ethcc
-we havent received any warnings f… https://t.co/rICBFCfCFD",ethcc,nonrumour
1232194446151651328,sphacelate,False,194.0,@SayingHello2U From WHO info page. Is COVID-19 the same as SARS? No. The virus that causes COVID-19 and the one tha… https://t.co/wUGJ3g8saI,,nonrumour
1232569995948908544,staylor111,False,1368.0,"45 has depleted the ranks of scientists prepared to control diseases with his hiring freeze. 

What are the symptom… https://t.co/asXQJu2za1",,nonrumour
1232830179245883393,Laura68737097,False,895.0,"@1776Stonewall Coronavirus: How does Covid-19 spread? These new studies offer clues. - Vox
https://t.co/VrQjEhIZMF",,nonrumour
1232831704345251840,TDPattillo,False,50388.0,"Trump says COVID-19 is just like the flu. 

Flu mortality is about 14.3 per 100,000 cases.

COVID-19 mortality is c… https://t.co/VIAb2wZUb5",,rumour
1232924326321704960,fursid,False,9256.0,Can pets at home spread the new coronavirus (2019-nCoV)? https://t.co/ul5dYrwiUH,,nonrumour
1232924404956397569,fursid,False,9256.0,Can eating garlic help prevent infection with the new coronavirus? https://t.co/G8TDWcRm4M,,nonrumour
1233312566019002368,micheal_olainn,False,2714.0,@business Not necessarily effective if any location is missed. It should minimize risk but not eliminate it unless… https://t.co/zg1vVkpd5W,,nonrumour
1233551090504916994,agung_amelia,False,45.0,"6.What are the symptoms of COVID-19?

The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Som… https://t.co/JjCkwPx2K2",,nonrumour
1233561260060336129,agung_amelia,False,45.0,"8.Can the virus that causes COVID-19 be transmitted through the air?

Studies to date suggest that the virus that c… https://t.co/lOKJXSAig5",,nonrumour
1233562843946967040,agung_amelia,False,45.0,"9.Can CoVID-19 be caught from a person who has no symptoms?

The main way the disease spreads is through respirator… https://t.co/NhEEkIOvnp",,nonrumour
1233758272718622721,Jay63684198,False,125.0,@MyNameIsMatt12 @jaketapper You are 1/2 correct thousand already infected  which means mortality rate is provably l… https://t.co/RYClASPB3R,,rumour
1233836531741319169,FMICNigeria,True,295240.0,"What are the symptoms of COVID-19?

Ø Cough
Ø Fever
Ø Breathing difficulties
Unwell people who have recently travel… https://t.co/XkZYUmVDJ9",,nonrumour
1234051863646998528,Ausbones,False,7530.0,"Are there any specific medicines to prevent or treat the new coronavirus?

To date, there is no specific medicine r… https://t.co/tlYuIqcg3k",,nonrumour
1234167355221004289,JoeGaudi,False,30.0,"@LacyFCorbett1 @LanceMBerland @ZubyMusic Q: What is a novel coronavirus? 

A: A novel coronavirus is a new coronavi… https://t.co/czTO31mYKD",,nonrumour
1234273358981685250,taknom,False,664.0,"WHO Q&amp;A より
https://t.co/IZ2gkdrDyc
Should I wear a mask to protect myself?

People with no respiratory symptoms, su… https://t.co/yxxZwTxnKH",,nonrumour
1234336370539159552,sampul_buku_,False,307.0,"@WHO Q : Should I wear a mask to protect myself?

A : People with no respiratory symptoms, such as cough, do not ne… https://t.co/8RAKD4d9QB",,nonrumour
1234517760383815681,jedgarnaut,False,2151.0,What are the symptoms of COVID-19?,,nonrumour
1234540800018698240,oldivory,False,11296.0,"WHO:

Is it safe to receive a letter or a package from China?

Yes, it is safe. People receiving packages from Chin… https://t.co/TsqLMZetxY",,nonrumour
1234644544534147073,ai6yrham,False,33488.0,@ILoveWybie Nope.   Do vaccines against pneumonia protect you against the new coronavirus? No. Vaccines against pne… https://t.co/ExPgLRPHB5,,nonrumour
1234719267934875648,x__mariah,False,2786.0,"So for those who are buying face masks.🙂
Can the virus that causes COVID-19 be transmitted through the air?

Studie… https://t.co/vHKAmOz7qN",,nonrumour
1234763642509369344,ganiajip,False,686.0,"@BeritaCOVID19 @digitiz1ng Di Web WHO dijelaskan lho. Silakan baca-baca di sana ya.

Bantu jawab pertanyaan di atas… https://t.co/xzfMPrAGzs",,nonrumour
1234884611315908608,teawithdev,False,8384.0,What are the symptoms of COVID-19? https://t.co/d4A89SFlQq,,nonrumour
1234884613488570370,teawithdev,False,8384.0,How does COVID-19 spread? https://t.co/KNO5nXbh8b,,nonrumour
1234884623026413568,teawithdev,False,8384.0,What can I do to protect myself and prevent the spread of disease? https://t.co/3Jyu4uBcbm,,nonrumour
1234884634795577346,teawithdev,False,8384.0,"Is there a vaccine, drug or treatment for COVID-19? https://t.co/uNKvpasoyX",,nonrumour
1234884642441818112,teawithdev,False,8384.0,"How to put on, use, take off and dispose of a mask? https://t.co/YCVi29aLQN",,nonrumour
1234884647089135619,teawithdev,False,8384.0,Can humans become infected with the COVID-19 from an animal source? https://t.co/6feLFlLUqi,,nonrumour
1234884651572850688,teawithdev,False,8384.0,How long does the virus survive on surfaces? https://t.co/omSVG1rZM8,,nonrumour
1234884654055882757,teawithdev,False,8384.0,Is it safe to receive a package from any area where COVID-19 has been reported? https://t.co/QNbi8AVDwl,,nonrumour
1234897080847437824,RamGoudM,False,23.0,"@narendramodi Q: What can I do to protect myself from #COVID19?

A : Cover Nose &amp; Mouth With 
 Quality Mask 

* Avo… https://t.co/KNKScMwwlV",COVID19,nonrumour
1234958563920863232,MdFacep,False,2689.0,"@detox_purple How long is the incubation period for COVID-19?
The “incubation period” means the time between catchi… https://t.co/Q3ojYQeP5Y",,nonrumour
1234981725349928961,MLovesmore,False,1750.0,Shall I close my front door because Coronavirus might float into my home?Is COVID-19 airborne?  Can it it travel in… https://t.co/FEnFLUzRuy,,nonrumour
1234984922269376512,2006ta,False,1375.0,"@taylorl20716342 @DuhJcrDriIg1 @howroute The WHO says this How long is the incubation period for COVID-19?
The “inc… https://t.co/XTDjkBbNtH",,nonrumour
1235014618910728196,mailtribune,False,9190.0,"#Editorial: What is a #coronavirus? How dangerous is it? What should you do?

Here's a look at facts vs. falsehoods… https://t.co/zREt44P0Pd",Editorial,nonrumour
1235101990666919936,gustasticgus,False,35.0,"Q. What is a CoronaVirus?
A: Coronaviruses are a large family of viruses which may cause illness in animals or huma… https://t.co/Xqyc8u2leK",,nonrumour
1235108598599966720,gustasticgus,False,35.0,"Q. Can the virus that causes COVID-19 be transmitted through the air?
A. Studies to date suggest that the virus tha… https://t.co/u6VHZyANDe",,nonrumour
1235112768027668481,Rafiq_only,False,162.0,"#CoronaAlert 
 Can eating garlic help prevent infection with the new coronavirus?
Garlic is a healthy food that may… https://t.co/JJH4xDnBel",CoronaAlert,nonrumour
1235126510249340929,gustasticgus,False,35.0,"Q. How long does the virus survive on surfaces?
A. [1/2] Preliminary studies suggest that coronaviruses may persist… https://t.co/dtnyumaUj5",,nonrumour
1235127766791499777,gustasticgus,False,35.0,"Q. Can humans become infected with the COVID-19 from an animal source?
A:[1/2] Possible animal sources of COVID-19… https://t.co/x0T9n0QODc",,nonrumour
1235130067803607041,gustasticgus,False,35.0,"Q. Should I wear a mask to protect myself?
A. Wear a mask if you are coughing or sneezing. If you are healthy, you… https://t.co/rBaT2202Fw",,nonrumour
1235152066957455360,ClubFemina,False,5893.0,Can #eating garlic help prevent infection with the new #coronavirus? #Covid_19 #virus #COVID19italia #covid19UK… https://t.co/3je2zBlFrZ,eating,nonrumour
1235218966550695941,DatBonobo,False,590.0,@QQBeautifulDove @Aristotles23 @khandelwal2412 How long is the incubation period for COVID-19?The “incubation perio… https://t.co/uq5hju7KBI,,nonrumour
1235234927937048577,Agali_GCFR,False,3005.0,"What is a coronavirus? 
Coronavirus is a large family of viruses which may cause illness in animals or humans. In h… https://t.co/xFKXC5ZVrI",,nonrumour
1235241193765842945,Agali_GCFR,False,3005.0,"Should I wear a mask to protect myself? 

Only wear a mask if you are ill with COVID-19 symptoms (especially coughi… https://t.co/0L5wtzzguG",,nonrumour
1235241762794418176,Agali_GCFR,False,3005.0,"Can I catch COVID-19 from my pet? 

No. 

There is no evidence that companion animals or pets such as cats and dogs… https://t.co/xHZcmHNsbb",,nonrumour
1235243232935792642,Agali_GCFR,False,3005.0,"Is there anything I should not do? 

The following measures ARE NOT effective against COVID-2019 and can be harmful… https://t.co/NCLzIhB5Nk",,nonrumour
1235256332791558144,ClubFemina,False,5893.0,Are there any specific #medicines to prevent or treat the new #coronavirus? #Covid_19 #virus #COVID19italia… https://t.co/yy6gsIm21i,medicines,nonrumour
1235267210974613504,Marmas110189,False,6316.0,"My grandmother watches Fox so she thinks the CoVID-19 is “just like the flu.” 

It’s 34x more deadly, 148x more dea… https://t.co/XZT8D0qziJ",,rumour
1235459848029892608,DamagedFics,False,121.0,"@Gm_Velgarn @Alumx_mlp Or, you know, just read the WHO website.

https://t.co/Yr752AAWmP

Just click on ""What can I… https://t.co/xfAXxFbsGO",,nonrumour
1235493800426037248,brianwairimu,False,3132.0,"9. Can the virus that causes COVID-19 be transmitted through the air?

Studies to date suggest that the virus that… https://t.co/HdgJJS2xeo",,nonrumour
1235494073970147328,brianwairimu,False,3132.0,"10. Can CoVID-19 be caught from a person who has no symptoms?

The main way the disease spreads is through respirat… https://t.co/cgmkJ7dUm1",,nonrumour
1235494521753997312,brianwairimu,False,3132.0,"12. 
What can I do to protect myself and prevent the spread of disease?

Protection measures for everyone!

Stay aw… https://t.co/VdQgh0Gbkj",,nonrumour
1235528198135349250,BR24,True,80211.0,"@ChrisH81992992 Zur Info: ""Can pets at home spread the new coronavirus (2019-nCoV)?"" https://t.co/TYLjX8HUMV",,nonrumour
1235588054691336196,aryan_harmilapi,False,33.0,"#coronavirusinindia 

Are antibiotics effective in preventing and treating the new coronavirus?
No, antibiotics do… https://t.co/EEk5E3jYrX",coronavirusinindia,nonrumour
1235626319968382977,JorgeCastillaE,False,482.0,What is a coronavirus? (this is a good explainer) https://t.co/WfJDZvb6sA,,nonrumour
1235663689455407104,Zaranai,False,304.0,"Work had a meeting about COVID-19. Major takeaways:

*You really should already be washing your hands and stuff, it… https://t.co/zzH3LwMhA4",,rumour
1235766904486268929,WHOSEARO,True,135000.0,"MYTH BUSTERS:

Q: Can eating garlic help prevent infection with the new #coronavirus?
A: 🧄 is a healthy food that m… https://t.co/tP3OuGQKWo",coronavirus,nonrumour
1235835228263862272,GininaTeacup1,False,1229.0,"@darren_rodman @MaryanneChisho2 No. World Health Organisation:

How long does the virus survive on surfaces? 

This… https://t.co/KN15c3ZDsV",,nonrumour
1235959493462233091,jillrose77,False,63.0,"Goin to a @bbnomula concert tn in the city, what can I do to protect myself from coronavirus?",,nonrumour
1235979443140780032,PAHealthDept,True,96143.0,"Q: What can I do to protect myself from #COVID19?

A: Practice good hygiene: 
✅ WASH YOUR HANDS
✅ cover coughs/snee… https://t.co/Q5AGnJUH4A",COVID19,nonrumour
1236192572575485952,Dew95123129,False,26.0,"The Coronavirus Outbreak
Answers to your most common questions:
Updated March 2, 2020

What is a coronavirus?
It is… https://t.co/eqcQg7ZEqA",,nonrumour
1236215368328318977,danmumbere,False,6355.0,"@WHO Q &amp; A on #Coronavirus

- What is a coronavirus?
- Where do coronaviruses come from?
- How can I protect myself… https://t.co/yWeNhRiJQl",Coronavirus,nonrumour
1236283360579813376,CianSOBrien,False,1363.0,"Cold Weather and Snow cannot kill the new Coronavirus 

@WHO 

#COVID19 https://t.co/nuZP0DafjN",COVID19,nonrumour
1236302772267618309,TweeterSomebody,False,360.0,"""Basic FAQ's
What is a novel coronavirus?
(from the CDC) A novel coronavirus is a new coronavirus that has not been… https://t.co/RYdWAPVvNs",,nonrumour
1236302828999544833,pardoguerra,False,8418.0,Should I be worried that I’ve seen more and more people thinking “what if covid 19 is just like the flu?” Even at 0… https://t.co/b9uIbmkdze,,rumour
1236314883978919941,WHO,True,11112035.0,"Q: How are #COVID19 &amp; influenza viruses similar? 

More 👉🏼 WHO Situation Report 6 March 2020… https://t.co/RE0ESP4q3u",COVID19,nonrumour
1236326864945176577,sep_hk,False,1495.0,"In Chinese edition of @WHO official website, under the question ""is there anything I should not do?"", ""taking tradi… https://t.co/WyNgP6hcU4",,nonrumour
1236446799092563969,mainroadly,False,20705.0,假新闻真是张嘴就来，WHO官网上英文版也没说不让喝中药啊。https://t.co/vrC4iIMYOt 最后一条：Is there anything I should not do?里面只说了不要抽烟、不要带多层口罩、不要自医。… https://t.co/BPmxSmXmCh,,nonrumour
1236492307790102528,JonVirtes,False,2981.0,"For anyone tired of hearing people saying COVID-19  ""is just like the flu"" or ""is not as lethal as the flu"", send t… https://t.co/6n5pko30em",,rumour
1236627980086108161,Jinxie_Al,False,1482.0,"Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. E… https://t.co/tY8yUGWMzP",,rumour
1236627984683020288,Jinxie_Al,False,1482.0,"6. Hand dryers kill coronavirus
7. Rinsing the nose with saline protects against coronavirus
8. You can protect you… https://t.co/ST06yeydml",,rumour
1236724681354477569,mhg1325,False,2019.0,have now been reported in the United States. Visit the CDC Traveler’s Health website for travel notices and precaut… https://t.co/QLDIgeEjW2,,nonrumour
1236758341143199753,ComradeArthur,False,2814.0,"https://t.co/mlATClt3bA
""Covid-19 is just like the flu!""
Let's compare.
""the severe flu season of 2017-2018 ... (le… https://t.co/PAVIarNKPo",,rumour
1236759728669278211,GGDMM,False,502.0,"@RaffaelloLupi @occammamt @burioni Can CoVID-19 be caught from a person who has no symptoms?
https://t.co/3Yu2nAaPXA",,nonrumour
1236879111357747200,WHOSEARO,True,135000.0,"MYTH BUSTERS:

Q: How effective are thermal scanners in detecting people infected with the new #coronavirus?

A: Th… https://t.co/TomfV1LlL1",coronavirus,nonrumour
1236907045762154497,WHOSEARO,True,135000.0,"MYTH BUSTERS:

Q: Are antibiotics effective in preventing and treating the new #coronavirus?

A: No, antibiotics do… https://t.co/18L5L82u6t",coronavirus,nonrumour
1236929645217550336,jura_jirka,False,36.0,"@upton1144 @elonmusk it is not more contagious: ""Studies to date suggest that the virus that causes COVID-19 is mai… https://t.co/4u8g60nR3w",,nonrumour
1236986056605491200,msaalimu,False,1678.0,"Covid-19 Myth Busters - A Thread

1- Cold weather and snow CANNOT kill the new coronavirus.

2- Taking a hot bath d… https://t.co/d5Qrf5HWI6",,nonrumour
1237028749977227266,harrison3rd_c,False,580.0,"Compared to God, what is a coronavirus? God is Stronger than a coronavirus. No doubt heed warning and take caution… https://t.co/iGkMTVj0UY",,nonrumour
1237082021027069960,RAOstria,False,1397.0,"The World Health Organization also tackled misinformation regarding COVID-19. Here are some of them: 

1. Cold weat… https://t.co/9F5HwpqFOD",,nonrumour
1237088878378573824,Ericflashlight,False,254.0,"@RA_Negm @Kassebohmer1 @Enc_scribbles @AtlantisThief @betablogr https://t.co/9Nc1Mxykp9

Dort unter ""Should I worry… https://t.co/Um5K41mnmD",,nonrumour
1237169826919055361,thepost15,False,415.0,I don’t understand how people can think COVID-19 is just like the flu...it is a mutation that is only 3 months old… https://t.co/1UtVs7haiT,,rumour
1237265856780009473,AlbuniDouaa,False,279.0,"مَنْ الأكثر عُرضة للإصابة بفيروس كورونا المستجد، كبار السن أم صغار السن؟
Does the new coronavirus affect older peop… https://t.co/KR5zb7ffPA",,nonrumour
1237268635846139904,AlbuniDouaa,False,279.0,"هل يساعد تناول الثوم في الوقاية من العدوى بفيروس كورونا المستجد؟
Can eating garlic help prevent infection with the… https://t.co/cMA2RTRXRY",,nonrumour
1237275964985544704,AlbuniDouaa,False,279.0,"هل يساعد غسل الأنف بانتظام بمحلول ملحي في الوقاية من العدوى بفيروس كورونا المستجد؟
Can regularly rinsing your nose… https://t.co/gzrh7YvU6h",,nonrumour
1237284192997777408,NRF_SAASTA,False,11599.0,"Can the virus that causes COVID-19 be transmitted through the air?

Studies to date suggest that the virus that cau… https://t.co/NCeXUaTivZ",,nonrumour
1237312075929726976,MSA_AU,False,3482.0,"How does COVID-19 spread?

Initially, experts believe the virus started out in animals in Wuhan, China; and was the… https://t.co/D1UZFaEWfw",,nonrumour
1237313868826886144,molabus01,False,72.0,"What are the symptoms of COVID-19?
The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some p… https://t.co/Q7ADvKh755",,nonrumour
1237315523773333504,molabus01,False,72.0,"How does COVID-19 spread?
People can catch COVID-19 from others who have the virus. The disease can spread from per… https://t.co/Z6zrrxMB1X",,nonrumour
1237431663283634176,AparnaKarthi,False,7515.0,"@SivaYp No. Pls refer to WHO website: ""Can I catch COVID-19 from my pet?
No. There is no evidence that companion an… https://t.co/H3JUqJRlBL",,nonrumour
1237460135485702144,PDXJenni,False,973.0,"World Health Organization has a ""mythbuster"" page re: COVID-19 &amp; one of the questions they address is ""Can eating g… https://t.co/wdKj8BbnRk",,nonrumour
1237511967499104257,SammyJamss,False,148.0,Im tired of people saying that covid-19 is just “like the flu” and that “heaps more people die with the flu” uhhh y… https://t.co/MFoewLpmnR,,rumour
1237534484406263808,swiftlyamanda13,False,5806.0,why are schools closing for a virus I literally do not get it...COVID-19 is just like the flu why are we flipping t… https://t.co/yT4CnHRWy5,,rumour
1237534813222875136,umassfan33,False,872.0,@FightMass What is a coronavirus truther?,,nonrumour
1237545128828342277,sattykrosse,False,631.0,"4. It cannot be transmitted through goods manufactured in China or any country reporting COVID-19 cases.
5. The new… https://t.co/ya3jQPkBp1",,nonrumour
1237664804573253632,WHO,True,11112035.0,"Q: How should I greet another person to avoid catching the new #coronavirus?

👉🏽https://t.co/94zZioMvuA…… https://t.co/8MEudw0xRk",coronavirus,nonrumour
1237720654918619136,garm1916,False,643.0,"To those saying Covid-19 is just like the flu and that ‘they’ll be grand’, what about those who aren’t as lucky to… https://t.co/QFwvczdZdU",,rumour
1237724825843572742,Red_Dog_in_AL,False,274.0,"@gtconway3d My neighbor, a committed Trumper, told me the cornoravirus [COVID-19] is just like the flu; nothing to… https://t.co/UbRk7l2hql",,rumour
1237804934759882754,DrCSWilliam,False,15731.0,"Anyone telling you that COVID-19 is just like the flu 

1. Does not know what they are talking about

2. Is not up… https://t.co/f78lBjxrGG",,rumour
